n,t,i,p,u,v
538,2.9499999999999975,1,-,-,-
539,2.9499999999999975,2,-,-,-
540,2.9499999999999975,3,0.0015634211029698728,3.921983283240318e-05,1.777975391766576e-05
541,2.9999999999999973,1,-,-,-
542,2.9999999999999973,2,-,-,-
543,2.9999999999999973,3,0.001414748829339362,3.417319325050677e-05,1.58179636691609e-05
544,2.9999999999999973,1,-,-,-
545,2.9999999999999973,2,-,-,-
546,2.9999999999999973,3,0.00131039169543818,2.922349803437328e-05,1.5449976288750662e-05
547,2.9999999999999973,1,-,-,-
548,2.9999999999999973,2,-,-,-
549,2.9999999999999973,3,0.0013360472673062504,2.956270797268148e-05,1.398888002487468e-05
550,3.049999999999997,1,-,-,-
551,3.049999999999997,2,-,-,-
552,3.049999999999997,3,0.001270341327936687,3.378243797175359e-05,1.3121296173694067e-05
553,3.049999999999997,1,-,-,-
554,3.049999999999997,2,-,-,-
555,3.049999999999997,3,0.001230703265641872,2.222446497537533e-05,1.218532147894421e-05
556,3.049999999999997,1,-,-,-
557,3.049999999999997,2,-,-,-
558,3.049999999999997,3,0.0012840724370795022,2.4154005031044408e-05,1.1641273644018553e-05
559,3.099999999999997,1,-,-,-
560,3.099999999999997,2,-,-,-
561,3.099999999999997,3,0.0012655818716661173,2.447658345314053e-05,1.3938769337407583e-05
562,3.099999999999997,1,-,-,-
563,3.099999999999997,2,-,-,-
564,3.099999999999997,3,0.0012339514270370692,2.3691330177124178e-05,1.054428543770523e-05
565,3.099999999999997,1,-,-,-
566,3.099999999999997,2,-,-,-
567,3.099999999999997,3,0.0012698262986359668,2.672812705355592e-05,1.4075363887927764e-05
568,3.149999999999997,1,-,-,-
569,3.149999999999997,2,-,-,-
570,3.149999999999997,3,0.0012249109824793154,2.7470849729262955e-05,1.1819094782881693e-05
571,3.149999999999997,1,-,-,-
572,3.149999999999997,2,-,-,-
573,3.149999999999997,3,0.0011611192391377792,2.7422942391538086e-05,1.345139564729531e-05
574,3.149999999999997,1,-,-,-
575,3.149999999999997,2,-,-,-
576,3.149999999999997,3,0.001155859221577113,2.9595874282764475e-05,1.261609472253029e-05
577,3.1999999999999966,1,-,-,-
578,3.1999999999999966,2,-,-,-
579,3.1999999999999966,3,0.0010642954231214335,2.824017043095717e-05,1.1818227178363596e-05
580,3.1999999999999966,1,-,-,-
581,3.1999999999999966,2,-,-,-
582,3.1999999999999966,3,0.0009708843544789991,2.7097027796135028e-05,1.4019880059458326e-05
583,3.1999999999999966,1,-,-,-
584,3.1999999999999966,2,-,-,-
585,3.1999999999999966,3,0.0009343532922999611,2.7314959510361416e-05,1.190381485791348e-05
586,3.2499999999999964,1,-,-,-
587,3.2499999999999964,2,-,-,-
588,3.2499999999999964,3,0.000821254880499272,2.4880061047486316e-05,1.0553077432805988e-05
589,3.2499999999999964,1,-,-,-
590,3.2499999999999964,2,-,-,-
591,3.2499999999999964,3,0.0007233357947766568,2.2356488853195494e-05,9.04228669383975e-06
592,3.2499999999999964,1,-,-,-
593,3.2499999999999964,2,-,-,-
594,3.2499999999999964,3,0.0006809195390577868,2.1810401854784173e-05,9.115151844635727e-06
595,3.2999999999999963,1,-,-,-
596,3.2999999999999963,2,-,-,-
597,3.2999999999999963,3,0.0005816540846371918,1.9328073205040525e-05,9.167303864569866e-06
598,3.2999999999999963,1,-,-,-
599,3.2999999999999963,2,-,-,-
600,3.2999999999999963,3,0.0005067323789016529,1.615527182611792e-05,7.146349256393902e-06
601,3.2999999999999963,1,-,-,-
602,3.2999999999999963,2,-,-,-
603,3.2999999999999963,3,0.00048380372977265045,1.6685945063856844e-05,7.955506436512671e-06
604,3.349999999999996,1,-,-,-
605,3.349999999999996,2,-,-,-
606,3.349999999999996,3,0.0004264807299046259,1.4635855720675808e-05,8.172120845988417e-06
607,3.349999999999996,1,-,-,-
608,3.349999999999996,2,-,-,-
609,3.349999999999996,3,0.0003923637101726553,1.211553729447473e-05,6.31988291711009e-06
610,3.349999999999996,1,-,-,-
611,3.349999999999996,2,-,-,-
612,3.349999999999996,3,0.0003971585422097299,1.2403315822143866e-05,6.151934358354355e-06
613,3.399999999999996,1,-,-,-
614,3.399999999999996,2,-,-,-
615,3.399999999999996,3,0.00039029002256312515,1.2374517151174168e-05,6.209155311420285e-06
616,3.399999999999996,1,-,-,-
617,3.399999999999996,2,-,-,-
618,3.399999999999996,3,0.0004048945923887871,1.680248332968771e-05,1.9305155260316782e-05
619,3.399999999999996,1,-,-,-
620,3.399999999999996,2,-,-,-
621,3.399999999999996,3,0.0004045527426780383,1.15287429029638e-05,5.545937941754464e-06
622,3.4499999999999957,1,-,-,-
623,3.4499999999999957,2,-,-,-
624,3.4499999999999957,3,0.00041061650465722154,1.278811094379348e-05,6.8864146525607104e-06
625,3.4499999999999957,1,-,-,-
626,3.4499999999999957,2,-,-,-
627,3.4499999999999957,3,0.0004021956467169629,1.1401126930631904e-05,5.323395098955737e-06
628,3.4499999999999957,1,-,-,-
629,3.4499999999999957,2,-,-,-
630,3.4499999999999957,3,0.00042028154755677363,1.3714792677959783e-05,1.0384103898926281e-05
631,3.4999999999999956,1,-,-,-
632,3.4999999999999956,2,-,-,-
633,3.4999999999999956,3,0.0004090222686460574,1.2887365170146988e-05,6.318797865621346e-06
634,3.4999999999999956,1,-,-,-
635,3.4999999999999956,2,-,-,-
636,3.4999999999999956,3,0.00038888036614764896,1.2085235791070195e-05,7.526930179596238e-06
637,3.4999999999999956,1,-,-,-
638,3.4999999999999956,2,-,-,-
639,3.4999999999999956,3,0.0003923790672385594,1.3435877532345923e-05,6.3174363684480386e-06
640,3.5499999999999954,1,-,-,-
641,3.5499999999999954,2,-,-,-
642,3.5499999999999954,3,0.0003656541945060897,1.2554880583681664e-05,6.1357122924250315e-06
643,3.5499999999999954,1,-,-,-
644,3.5499999999999954,2,-,-,-
645,3.5499999999999954,3,0.0003373723421266752,1.1786004196038792e-05,1.0410354765367369e-05
646,3.5499999999999954,1,-,-,-
647,3.5499999999999954,2,-,-,-
648,3.5499999999999954,3,0.00033207463431704525,1.3083085571114215e-05,6.7849656096292425e-06
649,3.599999999999995,1,-,-,-
650,3.599999999999995,2,-,-,-
651,3.599999999999995,3,0.0002974055312216184,1.1702590894352778e-05,5.637757132572465e-06
652,3.599999999999995,1,-,-,-
653,3.599999999999995,2,-,-,-
654,3.599999999999995,3,0.00027268874737065033,1.1650326601279652e-05,1.0939511745594481e-05
655,3.599999999999995,1,-,-,-
656,3.599999999999995,2,-,-,-
657,3.599999999999995,3,0.0002635125461531786,1.1322778303889081e-05,6.388764651924087e-06
658,3.649999999999995,1,-,-,-
659,3.649999999999995,2,-,-,-
660,3.649999999999995,3,0.00024204883203904514,1.0927450800128801e-05,5.446171516572874e-06
661,3.649999999999995,1,-,-,-
662,3.649999999999995,2,-,-,-
663,3.649999999999995,3,0.00022938406134317082,1.1160142465860232e-05,5.578316051513297e-06
664,3.649999999999995,1,-,-,-
665,3.649999999999995,2,-,-,-
666,3.649999999999995,3,0.00025392903046040206,1.903607984051466e-05,1.6308202081318307e-05
667,3.699999999999995,1,-,-,-
668,3.699999999999995,2,-,-,-
669,3.699999999999995,3,0.00023106194515591674,1.1055080730428256e-05,8.49645156429227e-06
670,3.699999999999995,1,-,-,-
671,3.699999999999995,2,-,-,-
672,3.699999999999995,3,0.00022415483972061458,9.550514752797502e-06,6.25341012143717e-06
673,3.699999999999995,1,-,-,-
674,3.699999999999995,2,-,-,-
675,3.699999999999995,3,0.0002356192111647296,9.956794915161043e-06,5.140912956688661e-06
676,3.7499999999999947,1,-,-,-
677,3.7499999999999947,2,-,-,-
678,3.7499999999999947,3,0.0002417210099343326,9.90786182499998e-06,4.925148980489408e-06
679,3.7499999999999947,1,-,-,-
680,3.7499999999999947,2,-,-,-
681,3.7499999999999947,3,0.00024007209123172245,9.92452133138446e-06,6.970886063894133e-06
682,3.7499999999999947,1,-,-,-
683,3.7499999999999947,2,-,-,-
684,3.7499999999999947,3,0.00024825312651404944,9.565385924063039e-06,5.388215120610126e-06
685,3.7999999999999945,1,-,-,-
686,3.7999999999999945,2,-,-,-
687,3.7999999999999945,3,0.00024734394102936437,9.909976789000492e-06,4.917267372976905e-06
688,3.7999999999999945,1,-,-,-
689,3.7999999999999945,2,-,-,-
690,3.7999999999999945,3,0.0002365012811729798,9.012525055553876e-06,4.334671325984409e-06
691,3.7999999999999945,1,-,-,-
692,3.7999999999999945,2,-,-,-
693,3.7999999999999945,3,0.0002645985128586669,1.3936025159247275e-05,1.6733198060680545e-05
694,3.8499999999999943,1,-,-,-
695,3.8499999999999943,2,-,-,-
696,3.8499999999999943,3,0.00023284506003928894,9.462619802232118e-06,4.709282687925775e-06
697,3.8499999999999943,1,-,-,-
698,3.8499999999999943,2,-,-,-
699,3.8499999999999943,3,0.00031432861650856973,2.597284049174014e-05,3.9747926376440995e-05
700,3.8499999999999943,1,-,-,-
701,3.8499999999999943,2,-,-,-
702,3.8499999999999943,3,0.00021886610671436948,8.779837297210759e-06,4.139158747298152e-06
703,3.899999999999994,1,-,-,-
704,3.899999999999994,2,-,-,-
705,3.899999999999994,3,0.0002082854202736872,9.140191589959064e-06,4.56914869745933e-06
706,3.899999999999994,1,-,-,-
707,3.899999999999994,2,-,-,-
708,3.899999999999994,3,0.00019628056490214664,1.0568590203319883e-05,6.7024957401368526e-06
709,3.899999999999994,1,-,-,-
710,3.899999999999994,2,-,-,-
711,3.899999999999994,3,0.00020270870496046117,9.883378312599312e-06,7.335663729947228e-06
712,3.949999999999994,1,-,-,-
713,3.949999999999994,2,-,-,-
714,3.949999999999994,3,0.0001909362540138876,8.733867838253851e-06,4.344774664983107e-06
715,3.949999999999994,1,-,-,-
716,3.949999999999994,2,-,-,-
717,3.949999999999994,3,0.00027756744495690985,2.6048024588711552e-05,2.1084638553429747e-05
718,3.949999999999994,1,-,-,-
719,3.949999999999994,2,-,-,-
720,3.949999999999994,3,0.0001881169256111775,8.235728768514585e-06,3.861237348251521e-06
721,3.999999999999994,1,-,-,-
722,3.999999999999994,2,-,-,-
723,3.999999999999994,3,0.0001922854577873927,8.808821204168402e-06,5.194691260466895e-06
724,3.999999999999994,1,-,-,-
725,3.999999999999994,2,-,-,-
726,3.999999999999994,3,0.00018678601745931544,8.285496533706088e-06,4.3515464879791704e-06
727,3.999999999999994,1,-,-,-
728,3.999999999999994,2,-,-,-
729,3.999999999999994,3,0.00019502897500985392,8.175670769424716e-06,3.884066745722927e-06
730,4.049999999999994,1,-,-,-
731,4.049999999999994,2,-,-,-
732,4.049999999999994,3,0.00019903772728045157,8.491465421588914e-06,4.273822345077005e-06
733,4.049999999999994,1,-,-,-
734,4.049999999999994,2,-,-,-
735,4.049999999999994,3,0.00021120054714453512,1.264315757754384e-05,1.0853705217484062e-05
736,4.049999999999994,1,-,-,-
737,4.049999999999994,2,-,-,-
738,4.049999999999994,3,0.00020092926373476395,7.941225164834844e-06,3.8052561897533744e-06
739,4.099999999999993,1,-,-,-
740,4.099999999999993,2,-,-,-
741,4.099999999999993,3,0.00020283702054018098,9.025038351145867e-06,6.308849736744039e-06
742,4.099999999999993,1,-,-,-
743,4.099999999999993,2,-,-,-
744,4.099999999999993,3,0.000201679580739486,9.950152457372156e-06,6.462687921365726e-06
745,4.099999999999993,1,-,-,-
746,4.099999999999993,2,-,-,-
747,4.099999999999993,3,0.00019920953282259848,7.764123573483691e-06,3.8567430005322696e-06
748,4.149999999999993,1,-,-,-
749,4.149999999999993,2,-,-,-
750,4.149999999999993,3,0.00019813965125238116,8.400119042576761e-06,5.492230878335703e-06
751,4.149999999999993,1,-,-,-
752,4.149999999999993,2,-,-,-
753,4.149999999999993,3,0.00019034090003327154,8.281865342681084e-06,6.746862233489992e-06
754,4.149999999999993,1,-,-,-
755,4.149999999999993,2,-,-,-
756,4.149999999999993,3,0.00021121727232138902,1.0939408496674446e-05,1.4307109280783108e-05
757,4.199999999999993,1,-,-,-
758,4.199999999999993,2,-,-,-
759,4.199999999999993,3,0.0001926919135328364,7.894132683411075e-06,4.028501951171083e-06
760,4.199999999999993,1,-,-,-
761,4.199999999999993,2,-,-,-
762,4.199999999999993,3,0.0002117426667697334,1.94951448033029e-05,1.4529310829048897e-05
763,4.199999999999993,1,-,-,-
764,4.199999999999993,2,-,-,-
765,4.199999999999993,3,0.00019157087139402094,8.14912285613909e-06,6.936026960655834e-06
766,4.249999999999993,1,-,-,-
767,4.249999999999993,2,-,-,-
768,4.249999999999993,3,0.00019002485331792086,7.872736846438628e-06,4.239014108570914e-06
769,4.249999999999993,1,-,-,-
770,4.249999999999993,2,-,-,-
771,4.249999999999993,3,0.0001824114062094024,7.218078902301889e-06,3.4328616093322937e-06
772,4.249999999999993,1,-,-,-
773,4.249999999999993,2,-,-,-
774,4.249999999999993,3,0.0002008467046160774,1.0695997912839553e-05,1.2756035972476359e-05
775,4.299999999999993,1,-,-,-
776,4.299999999999993,2,-,-,-
777,4.299999999999993,3,0.0001871425738691561,8.21603285684377e-06,5.993547677769762e-06
778,4.299999999999993,1,-,-,-
779,4.299999999999993,2,-,-,-
780,4.299999999999993,3,0.0001913177118831803,1.0146531873339893e-05,1.1216898615256312e-05
781,4.299999999999993,1,-,-,-
782,4.299999999999993,2,-,-,-
783,4.299999999999993,3,0.00018572045758201376,7.852449957469578e-06,5.557538751285803e-06
784,4.3499999999999925,1,-,-,-
785,4.3499999999999925,2,-,-,-
786,4.3499999999999925,3,0.00018167422524756406,7.477105011003206e-06,3.816301466926854e-06
787,4.3499999999999925,1,-,-,-
788,4.3499999999999925,2,-,-,-
789,4.3499999999999925,3,0.0001849453555030261,1.278761971263589e-05,8.46485455089997e-06
790,4.3499999999999925,1,-,-,-
791,4.3499999999999925,2,-,-,-
792,4.3499999999999925,3,0.00017692367505650234,7.068049262620997e-06,3.447843982378717e-06
793,4.399999999999992,1,-,-,-
794,4.399999999999992,2,-,-,-
795,4.399999999999992,3,0.0001764971418427909,7.403019456460596e-06,4.080630392929382e-06
796,4.399999999999992,1,-,-,-
797,4.399999999999992,2,-,-,-
798,4.399999999999992,3,0.00018598714153559347,8.801481449156817e-06,1.6497123172183246e-05
799,4.399999999999992,1,-,-,-
800,4.399999999999992,2,-,-,-
801,4.399999999999992,3,0.00017127152894763677,6.730859328886079e-06,3.2933712665415855e-06
802,4.449999999999992,1,-,-,-
803,4.449999999999992,2,-,-,-
804,4.449999999999992,3,0.00017188088701752517,7.752423388635328e-06,3.875748058477152e-06
805,4.449999999999992,1,-,-,-
806,4.449999999999992,2,-,-,-
807,4.449999999999992,3,0.0001662306130545979,7.04561130074641e-06,5.250696134730286e-06
808,4.449999999999992,1,-,-,-
809,4.449999999999992,2,-,-,-
810,4.449999999999992,3,0.00017107803063016406,7.452925557989551e-06,4.03654129651352e-06
811,4.499999999999992,1,-,-,-
812,4.499999999999992,2,-,-,-
813,4.499999999999992,3,0.00017234214114552924,7.548075409648353e-06,4.555603849520721e-06
814,4.499999999999992,1,-,-,-
815,4.499999999999992,2,-,-,-
816,4.499999999999992,3,0.00016620887330915832,7.11311787888816e-06,4.213747030067882e-06
817,4.499999999999992,1,-,-,-
818,4.499999999999992,2,-,-,-
819,4.499999999999992,3,0.00017813962451285287,1.006936828072323e-05,1.0101501191284047e-05
820,4.549999999999992,1,-,-,-
821,4.549999999999992,2,-,-,-
822,4.549999999999992,3,0.00017155369229043116,6.986851127696162e-06,4.115952157510053e-06
823,4.549999999999992,1,-,-,-
824,4.549999999999992,2,-,-,-
825,4.549999999999992,3,0.00016550706432460317,6.207624753450759e-06,3.049827521513537e-06
826,4.549999999999992,1,-,-,-
827,4.549999999999992,2,-,-,-
828,4.549999999999992,3,0.00018199478122441683,1.0144344415776326e-05,9.887970269027456e-06
829,4.599999999999992,1,-,-,-
830,4.599999999999992,2,-,-,-
831,4.599999999999992,3,0.00017135088272391107,6.779884909689501e-06,3.5553157668854902e-06
832,4.599999999999992,1,-,-,-
833,4.599999999999992,2,-,-,-
834,4.599999999999992,3,0.0005040005467127183,5.344025097147931e-05,2.3882988463156577e-05
835,4.599999999999992,1,-,-,-
836,4.599999999999992,2,-,-,-
837,4.599999999999992,3,0.00017063306074063724,8.545144735963539e-06,6.863726730529927e-06
838,4.6499999999999915,1,-,-,-
839,4.6499999999999915,2,-,-,-
840,4.6499999999999915,3,0.00016963582739968903,6.725617467264134e-06,3.5897268145458244e-06
841,4.6499999999999915,1,-,-,-
842,4.6499999999999915,2,-,-,-
843,4.6499999999999915,3,0.0002384097784894993,2.084503520302908e-05,2.171338298672477e-05
844,4.6499999999999915,1,-,-,-
845,4.6499999999999915,2,-,-,-
846,4.6499999999999915,3,0.00016606768112075305,6.340597825386562e-06,3.1921778399350764e-06
847,4.699999999999991,1,-,-,-
848,4.699999999999991,2,-,-,-
849,4.699999999999991,3,0.00016460018915580765,6.466175111596798e-06,3.42041910483611e-06
850,4.699999999999991,1,-,-,-
851,4.699999999999991,2,-,-,-
852,4.699999999999991,3,0.00019945380324452476,1.4526632900796117e-05,1.5779657437060154e-05
853,4.699999999999991,1,-,-,-
854,4.699999999999991,2,-,-,-
855,4.699999999999991,3,0.00015934327767941185,6.10237232192874e-06,3.0810884278172048e-06
856,4.749999999999991,1,-,-,-
857,4.749999999999991,2,-,-,-
858,4.749999999999991,3,0.00015885758216578844,6.4126966959423775e-06,3.4771236132220714e-06
859,4.749999999999991,1,-,-,-
860,4.749999999999991,2,-,-,-
861,4.749999999999991,3,0.00016344088609868558,9.174019783129515e-06,1.036037619563153e-05
862,4.749999999999991,1,-,-,-
863,4.749999999999991,2,-,-,-
864,4.749999999999991,3,0.00015502942369914301,6.351744848444818e-06,3.2319783218024046e-06
865,4.799999999999991,1,-,-,-
866,4.799999999999991,2,-,-,-
867,4.799999999999991,3,0.00015415229337135185,3.427757516482485e-05,3.3502711483402856e-06
868,4.799999999999991,1,-,-,-
869,4.799999999999991,2,-,-,-
870,4.799999999999991,3,0.0001778311385509945,7.379206535634088e-05,1.8075752012961758e-05
871,4.799999999999991,1,-,-,-
872,4.799999999999991,2,-,-,-
873,4.799999999999991,3,0.00015223322845165957,6.143341414788868e-06,3.2184171447283407e-06
874,4.849999999999991,1,-,-,-
875,4.849999999999991,2,-,-,-
876,4.849999999999991,3,0.0001534936183368976,3.446974579314062e-05,3.3089035235990115e-06
877,4.849999999999991,1,-,-,-
878,4.849999999999991,2,-,-,-
879,4.849999999999991,3,0.00016764654529898622,5.5937960129061654e-05,1.8127351917840146e-05
880,4.849999999999991,1,-,-,-
881,4.849999999999991,2,-,-,-
882,4.849999999999991,3,0.000152951719991224,5.8219578724219986e-06,3.054892688383598e-06
883,4.899999999999991,1,-,-,-
884,4.899999999999991,2,-,-,-
885,4.899999999999991,3,0.0001570780444537566,5.491790811636282e-05,3.449355517504336e-06
886,4.899999999999991,1,-,-,-
887,4.899999999999991,2,-,-,-
888,4.899999999999991,3,0.00025766433428636335,2.1521804695977634e-05,2.6328358370886795e-05
889,4.899999999999991,1,-,-,-
890,4.899999999999991,2,-,-,-
891,4.899999999999991,3,0.0001568517841563853,6.104996666333399e-06,3.4093602315010443e-06
892,4.94999999999999,1,-,-,-
893,4.94999999999999,2,-,-,-
894,4.94999999999999,3,0.00016028490853338355,6.858873942371318e-06,7.992839116832317e-06
895,4.94999999999999,1,-,-,-
896,4.94999999999999,2,-,-,-
897,4.94999999999999,3,0.00015526824419053944,6.53729795196099e-06,7.356057449057032e-06
898,4.94999999999999,1,-,-,-
899,4.94999999999999,2,-,-,-
900,4.94999999999999,3,0.00016084615678338515,6.874334918664302e-06,5.490430646616763e-06
901,4.99999999999999,1,-,-,-
902,4.99999999999999,2,-,-,-
903,4.99999999999999,3,0.00015695816229857886,5.953689703938492e-06,3.319390615695181e-06
904,4.99999999999999,1,-,-,-
905,4.99999999999999,2,-,-,-
906,4.99999999999999,3,0.00015752371221866045,7.947779118152471e-06,1.2618515104998931e-05
907,4.99999999999999,1,-,-,-
908,4.99999999999999,2,-,-,-
909,4.99999999999999,3,0.00015576419639258313,6.633358696348319e-06,5.819400704455759e-06
910,5.04999999999999,1,-,-,-
911,5.04999999999999,2,-,-,-
912,5.04999999999999,3,0.00017641281035868416,9.835098575855491e-06,1.0161080426413462e-05
913,5.04999999999999,1,-,-,-
914,5.04999999999999,2,-,-,-
915,5.04999999999999,3,0.00014745424065376839,5.320621271570476e-06,2.9298137515273317e-06
916,5.04999999999999,1,-,-,-
917,5.04999999999999,2,-,-,-
918,5.04999999999999,3,0.00015427193567657738,6.577010954503409e-06,4.226775920166877e-06
919,5.09999999999999,1,-,-,-
920,5.09999999999999,2,-,-,-
921,5.09999999999999,3,0.00015162377508666665,6.741725411920508e-06,4.629328231407169e-06
922,5.09999999999999,1,-,-,-
923,5.09999999999999,2,-,-,-
